empresa,ano,pos,beneficiaria,setor,porte,faturamento_mi,lucro_real,pd
E0224,2025,1,1,Servicos,Pequena,13.51,0,822.4
E0225,2022,0,1,Agroindustria,Media,23.77,0,1178.5
E0225,2025,1,1,Agroindustria,Media,23.77,0,1750.2
E0226,2022,0,1,Agroindustria,Media,62.84,1,964.4
E0226,2025,1,1,Agroindustria,Media,62.84,1,1077.5
E0227,2022,0,0,Servicos,Micro,2.72,0,157.2
E0227,2025,1,0,Servicos,Micro,2.72,0,454.3
E0228,2022,0,0,Comercio,Micro,1.72,0,297.4
E0228,2025,1,0,Comercio,Micro,1.72,0,576.8
E0229,2022,0,1,Comercio,Media,16.62,1,801.6
E0229,2025,1,1,Comercio,Media,16.62,1,1121.9
E0230,2022,0,1,Agroindustria,Micro,1.86,0,459.3
E0230,2025,1,1,Agroindustria,Micro,1.86,0,1057.3
E0231,2022,0,0,Comercio,Micro,4.15,0,40.5
E0231,2025,1,0,Comercio,Micro,4.15,0,282.6
E0232,2022,0,0,Comercio,Media,54.31,1,248.3
E0232,2025,1,0,Comercio,Media,54.31,1,562.1
E0233,2022,0,1,Agroindustria,Media,61.53,1,977.5
E0233,2025,1,1,Agroindustria,Media,61.53,1,1250.4
E0234,2022,0,1,Comercio,Media,75.95,1,1118.3
E0234,2025,1,1,Comercio,Media,75.95,1,1360.8
E0235,2022,0,0,Industria,Pequena,10.23,0,363.8
E0235,2025,1,0,Industria,Pequena,10.23,0,588.9
E0236,2022,0,0,Agropecuaria,Pequena,12.2,0,474.0
E0236,2025,1,0,Agropecuaria,Pequena,12.2,0,605.0
E0237,2022,0,0,Agroindustria,Media,88.14,0,986.3
E0237,2025,1,0,Agroindustria,Media,88.14,0,1307.8
E0238,2022,0,0,Agropecuaria,Media,60.14,1,764.3
E0238,2025,1,0,Agropecuaria,Media,60.14,1,686.0
E0239,2022,0,0,Agroindustria,Micro,3.09,0,370.7
E0239,2025,1,0,Agroindustria,Micro,3.09,0,640.3
E0240,2022,0,1,Agroindustria,Media,47.68,1,874.4
E0240,2025,1,1,Agroindustria,Media,47.68,1,1247.9
E0241,2022,0,1,Servicos,Media,61.2,1,838.2
E0241,2025,1,1,Servicos,Media,61.2,1,1119.9
E0242,2022,0,1,Agropecuaria,Media,74.36,1,744.4
E0242,2025,1,1,Agropecuaria,Media,74.36,1,1116.7
E0243,2022,0,0,Servicos,Pequena,5.47,0,628.0
E0243,2025,1,0,Servicos,Pequena,5.47,0,745.0
E0244,2022,0,0,Agropecuaria,Media,27.7,0,807.4
E0244,2025,1,0,Agropecuaria,Media,27.7,0,1084.9
E0245,2022,0,0,Industria,Micro,0.9,0,230.3
E0245,2025,1,0,Industria,Micro,0.9,0,360.9
E0246,2022,0,0,Comercio,Pequena,8.17,0,399.3
E0246,2025,1,0,Comercio,Pequena,8.17,0,420.6
E0247,2022,0,1,Comercio,Media,27.33,1,1157.3
E0247,2025,1,1,Comercio,Media,27.33,1,1526.9
E0248,2022,0,1,Agropecuaria,Media,36.28,1,994.2
E0248,2025,1,1,Agropecuaria,Media,36.28,1,1387.2
E0249,2022,0,0,Agropecuaria,Pequena,15.8,0,185.8
E0249,2025,1,0,Agropecuaria,Pequena,15.8,0,578.2
E0250,2022,0,0,Agropecuaria,Pequena,10.48,0,664.2
E0250,2025,1,0,Agropecuaria,Pequena,10.48,0,1040.5
E0251,2022,0,1,Servicos,Pequena,15.47,1,518.0
E0251,2025,1,1,Servicos,Pequena,15.47,1,916.5
E0252,2022,0,1,Comercio,Micro,3.64,1,513.9
E0252,2025,1,1,Comercio,Micro,3.64,1,969.3
E0253,2022,0,1,Servicos,Pequena,14.59,0,523.0
E0253,2025,1,1,Servicos,Pequena,14.59,0,584.5
E0254,2022,0,1,Comercio,Media,43.27,1,777.9
E0254,2025,1,1,Comercio,Media,43.27,1,943.5
E0255,2022,0,1,Comercio,Media,67.04,1,1164.6
E0255,2025,1,1,Comercio,Media,67.04,1,1468.2
E0256,2022,0,1,Industria,Pequena,5.3,1,507.0
E0256,2025,1,1,Industria,Pequena,5.3,1,844.1
E0257,2022,0,0,Agroindustria,Pequena,13.95,0,789.1
E0257,2025,1,0,Agroindustria,Pequena,13.95,0,1067.7
E0258,2022,0,0,Agroindustria,Micro,1.28,0,286.4
E0258,2025,1,0,Agroindustria,Micro,1.28,0,401.8
E0259,2022,0,1,Agropecuaria,Media,61.11,1,766.1
E0259,2025,1,1,Agropecuaria,Media,61.11,1,890.0
E0260,2022,0,0,Comercio,Pequena,7.78,1,712.5
E0260,2025,1,0,Comercio,Pequena,7.78,1,1207.1
E0261,2022,0,0,Comercio,Pequena,4.88,0,461.0
E0261,2025,1,0,Comercio,Pequena,4.88,0,538.5
E0262,2022,0,0,Industria,Micro,4.2,0,282.1
E0262,2025,1,0,Industria,Micro,4.2,0,285.7
E0263,2022,0,0,Servicos,Media,87.33,1,897.6
E0263,2025,1,0,Servicos,Media,87.33,1,1127.9
E0264,2022,0,1,Industria,Media,33.65,1,983.8
E0264,2025,1,1,Industria,Media,33.65,1,1144.4
E0265,2022,0,1,Agroindustria,Media,83.4,1,500.0
E0265,2025,1,1,Agroindustria,Media,83.4,1,840.2
E0266,2022,0,0,Comercio,Micro,1.65,0,417.6
E0266,2025,1,0,Comercio,Micro,1.65,0,551.0
E0267,2022,0,1,Agroindustria,Micro,1.93,0,658.4
E0267,2025,1,1,Agroindustria,Micro,1.93,0,1056.0
E0268,2022,0,1,Agroindustria,Pequena,10.11,0,884.9
E0268,2025,1,1,Agroindustria,Pequena,10.11,0,1080.0
E0269,2022,0,1,Servicos,Pequena,14.23,1,417.3
E0269,2025,1,1,Servicos,Pequena,14.23,1,563.9
E0270,2022,0,0,Agroindustria,Pequena,15.39,0,210.7
E0270,2025,1,0,Agroindustria,Pequena,15.39,0,273.4
E0271,2022,0,0,Comercio,Micro,3.8,0,324.3
E0271,2025,1,0,Comercio,Micro,3.8,0,630.0
E0272,2022,0,0,Agropecuaria,Micro,1.56,0,401.1
E0272,2025,1,0,Agropecuaria,Micro,1.56,0,674.5
E0273,2022,0,0,Agroindustria,Media,17.12,1,1137.5
E0273,2025,1,0,Agroindustria,Media,17.12,1,1551.9
E0274,2022,0,0,Agroindustria,Pequena,15.16,0,575.1
E0274,2025,1,0,Agroindustria,Pequena,15.16,0,646.9
E0275,2022,0,1,Agroindustria,Media,21.46,1,1131.1
E0275,2025,1,1,Agroindustria,Media,21.46,1,1388.3
E0276,2022,0,1,Agroindustria,Media,38.07,1,1087.4
E0276,2025,1,1,Agroindustria,Media,38.07,1,1376.2
E0277,2022,0,0,Servicos,Micro,4.31,0,616.4
E0277,2025,1,0,Servicos,Micro,4.31,0,542.0
E0278,2022,0,1,Agropecuaria,Media,43.38,0,874.4
E0278,2025,1,1,Agropecuaria,Media,43.38,0,1270.5
E0279,2022,0,1,Comercio,Pequena,12.27,0,397.2
E0279,2025,1,1,Comercio,Pequena,12.27,0,856.0
E0280,2022,0,1,Agroindustria,Pequena,6.19,1,684.9
E0280,2025,1,1,Agroindustria,Pequena,6.19,1,973.3
E0281,2022,0,1,Servicos,Pequena,13.75,1,429.5
E0281,2025,1,1,Servicos,Pequena,13.75,1,878.0
E0282,2022,0,0,Comercio,Pequena,7.95,0,296.3
E0282,2025,1,0,Comercio,Pequena,7.95,0,515.7
E0283,2022,0,0,Comercio,Micro,3.19,0,308.4
E0283,2025,1,0,Comercio,Micro,3.19,0,628.9
E0284,2022,0,0,Industria,Media,63.8,0,881.4
E0284,2025,1,0,Industria,Media,63.8,0,1389.5
E0285,2022,0,1,Agroindustria,Pequena,13.29,0,475.5
E0285,2025,1,1,Agroindustria,Pequena,13.29,0,514.0
E0286,2022,0,0,Industria,Micro,3.81,0,662.8
E0286,2025,1,0,Industria,Micro,3.81,0,594.6
E0287,2022,0,0,Agropecuaria,Pequena,5.59,0,1048.8
E0287,2025,1,0,Agropecuaria,Pequena,5.59,0,1233.8
E0288,2022,0,0,Servicos,Pequena,9.33,0,608.9
E0288,2025,1,0,Servicos,Pequena,9.33,0,1042.2
E0289,2022,0,1,Comercio,Pequena,4.99,1,584.6
E0289,2025,1,1,Comercio,Pequena,4.99,1,1137.2
E0290,2022,0,1,Agropecuaria,Pequena,6.99,1,207.1
E0290,2025,1,1,Agropecuaria,Pequena,6.99,1,545.1
E0291,2022,0,0,Industria,Pequena,5.99,0,573.6
E0291,2025,1,0,Industria,Pequena,5.99,0,861.7
E0292,2022,0,0,Servicos,Pequena,6.44,0,918.5
E0292,2025,1,0,Servicos,Pequena,6.44,0,1070.5
E0293,2022,0,1,Comercio,Media,82.66,1,1004.5
E0293,2025,1,1,Comercio,Media,82.66,1,1281.4
E0294,2022,0,0,Industria,Pequena,5.06,1,365.7
E0294,2025,1,0,Industria,Pequena,5.06,1,513.3
E0295,2022,0,1,Industria,Media,69.19,1,895.5
E0295,2025,1,1,Industria,Media,69.19,1,1277.1
E0296,2022,0,1,Agroindustria,Media,88.2,0,1280.1
E0296,2025,1,1,Agroindustria,Media,88.2,0,1638.5
E0297,2022,0,1,Industria,Pequena,6.57,0,671.6
E0297,2025,1,1,Industria,Pequena,6.57,0,874.6
E0298,2022,0,1,Agropecuaria,Media,45.54,1,695.0
E0298,2025,1,1,Agropecuaria,Media,45.54,1,1032.0
E0299,2022,0,1,Industria,Pequena,10.7,0,526.0
E0299,2025,1,1,Industria,Pequena,10.7,0,616.4
E0300,2022,0,1,Agroindustria,Media,80.22,1,777.4
E0300,2025,1,1,Agroindustria,Media,80.22,1,964.6
E0301,2022,0,0,Servicos,Micro,3.38,0,183.5
E0301,2025,1,0,Servicos,Micro,3.38,0,187.4
E0302,2022,0,1,Agroindustria,Media,35.48,1,1103.4
E0302,2025,1,1,Agroindustria,Media,35.48,1,1403.5
E0303,2022,0,0,Agroindustria,Micro,3.41,0,281.3
E0303,2025,1,0,Agroindustria,Micro,3.41,0,376.5
E0304,2022,0,0,Servicos,Micro,3.58,0,448.9
E0304,2025,1,0,Servicos,Micro,3.58,0,420.7
E0305,2022,0,1,Servicos,Media,55.47,0,799.1
E0305,2025,1,1,Servicos,Media,55.47,0,1162.5
E0306,2022,0,1,Comercio,Pequena,9.69,0,583.3
E0306,2025,1,1,Comercio,Pequena,9.69,0,849.4
E0307,2022,0,0,Agroindustria,Micro,2.45,0,182.0
E0307,2025,1,0,Agroindustria,Micro,2.45,0,244.5
E0308,2022,0,0,Servicos,Micro,2.77,0,396.8
E0308,2025,1,0,Servicos,Micro,2.77,0,772.5
E0309,2022,0,1,Agropecuaria,Pequena,10.81,1,637.8
E0309,2025,1,1,Agropecuaria,Pequena,10.81,1,999.5
E0310,2022,0,0,Agroindustria,Micro,0.56,0,379.5
E0310,2025,1,0,Agroindustria,Micro,0.56,0,551.9
E0311,2022,0,0,Comercio,Pequena,12.81,0,534.5
E0311,2025,1,0,Comercio,Pequena,12.81,0,642.2
E0312,2022,0,0,Servicos,Micro,3.79,0,282.8
E0312,2025,1,0,Servicos,Micro,3.79,0,589.3
E0313,2022,0,1,Industria,Media,58.43,1,599.9
E0313,2025,1,1,Industria,Media,58.43,1,1083.3
E0314,2022,0,0,Industria,Micro,3.42,0,693.6
E0314,2025,1,0,Industria,Micro,3.42,0,803.4
E0315,2022,0,1,Industria,Media,82.75,1,1008.3
E0315,2025,1,1,Industria,Media,82.75,1,1294.9
E0316,2022,0,0,Comercio,Pequena,13.63,0,457.7
E0316,2025,1,0,Comercio,Pequena,13.63,0,610.3
E0317,2022,0,0,Comercio,Media,69.72,1,853.9
E0317,2025,1,0,Comercio,Media,69.72,1,1177.1
E0318,2022,0,1,Industria,Pequena,6.11,1,701.6
E0318,2025,1,1,Industria,Pequena,6.11,1,1003.4
E0319,2022,0,0,Servicos,Pequena,6.28,0,526.1
E0319,2025,1,0,Servicos,Pequena,6.28,0,705.6
E0320,2022,0,0,Agroindustria,Micro,1.78,0,540.5
E0320,2025,1,0,Agroindustria,Micro,1.78,0,777.8
E0321,2022,0,1,Industria,Media,61.39,1,884.3
E0321,2025,1,1,Industria,Media,61.39,1,1039.3
E0322,2022,0,0,Comercio,Pequena,10.41,0,463.3
E0322,2025,1,0,Comercio,Pequena,10.41,0,539.7
E0323,2022,0,0,Agroindustria,Pequena,10.44,0,896.6
E0323,2025,1,0,Agroindustria,Pequena,10.44,0,1108.2
E0324,2022,0,1,Comercio,Micro,3.98,0,518.6
E0324,2025,1,1,Comercio,Micro,3.98,0,875.8
E0325,2022,0,0,Agroindustria,Pequena,12.25,0,329.4
E0325,2025,1,0,Agroindustria,Pequena,12.25,0,710.4
E0326,2022,0,0,Industria,Pequena,4.83,0,773.9
E0326,2025,1,0,Industria,Pequena,4.83,0,1053.1
E0327,2022,0,1,Agropecuaria,Media,77.74,1,963.6
E0327,2025,1,1,Agropecuaria,Media,77.74,1,1156.0
E0328,2022,0,0,Agroindustria,Micro,0.59,0,233.1
E0328,2025,1,0,Agroindustria,Micro,0.59,0,451.2
E0329,2022,0,0,Servicos,Micro,1.7,0,272.8
E0329,2025,1,0,Servicos,Micro,1.7,0,267.9
E0330,2022,0,0,Agroindustria,Pequena,9.1,0,426.9
E0330,2025,1,0,Agroindustria,Pequena,9.1,0,730.3
E0331,2022,0,1,Agroindustria,Pequena,8.55,1,1064.4
E0331,2025,1,1,Agroindustria,Pequena,8.55,1,1367.7
E0332,2022,0,1,Agropecuaria,Pequena,8.22,1,626.5
E0332,2025,1,1,Agropecuaria,Pequena,8.22,1,855.5
E0333,2022,0,0,Industria,Pequena,11.65,0,458.4
E0333,2025,1,0,Industria,Pequena,11.65,0,702.0
E0334,2022,0,0,Industria,Pequena,14.3,0,874.0
E0334,2025,1,0,Industria,Pequena,14.3,0,1172.4
E0335,2022,0,1,Agropecuaria,Pequena,13.26,1,709.4
E0335,2025,1,1,Agropecuaria,Pequena,13.26,1,1127.1
E0336,2022,0,1,Agroindustria,Media,49.37,1,848.7
E0336,2025,1,1,Agroindustria,Media,49.37,1,1087.3
E0337,2022,0,0,Agroindustria,Micro,0.56,0,526.7
E0337,2025,1,0,Agroindustria,Micro,0.56,0,773.5
E0338,2022,0,1,Agropecuaria,Pequena,10.72,0,224.4
E0338,2025,1,1,Agropecuaria,Pequena,10.72,0,671.7
E0339,2022,0,0,Servicos,Micro,1.55,0,192.9
E0339,2025,1,0,Servicos,Micro,1.55,0,125.2
E0340,2022,0,0,Comercio,Media,72.47,0,1000.0
E0340,2025,1,0,Comercio,Media,72.47,0,1023.4
E0341,2022,0,0,Agroindustria,Pequena,9.62,0,342.6
E0341,2025,1,0,Agroindustria,Pequena,9.62,0,616.6
E0342,2022,0,1,Comercio,Media,77.12,1,1012.0
E0342,2025,1,1,Comercio,Media,77.12,1,1230.5
E0343,2022,0,1,Agroindustria,Media,67.77,1,734.4
E0343,2025,1,1,Agroindustria,Media,67.77,1,1052.4
E0344,2022,0,0,Servicos,Pequena,8.61,0,856.2
E0344,2025,1,0,Servicos,Pequena,8.61,0,825.7
E0345,2022,0,0,Agropecuaria,Pequena,6.38,0,434.4
E0345,2025,1,0,Agropecuaria,Pequena,6.38,0,515.1
E0346,2022,0,0,Agroindustria,Micro,0.72,0,538.3
E0346,2025,1,0,Agroindustria,Micro,0.72,0,756.2
E0347,2022,0,0,Agroindustria,Media,48.55,0,759.7
E0347,2025,1,0,Agroindustria,Media,48.55,0,1077.5
E0348,2022,0,0,Agroindustria,Pequena,7.38,0,333.6
E0348,2025,1,0,Agroindustria,Pequena,7.38,0,394.6
E0349,2022,0,0,Agroindustria,Pequena,10.46,0,797.8
E0349,2025,1,0,Agroindustria,Pequena,10.46,0,1156.7
E0350,2022,0,1,Comercio,Micro,2.98,0,533.1
E0350,2025,1,1,Comercio,Micro,2.98,0,903.1
E0351,2022,0,1,Industria,Pequena,9.33,1,821.5
E0351,2025,1,1,Industria,Pequena,9.33,1,1253.9
E0352,2022,0,1,Comercio,Media,84.1,1,965.1
E0352,2025,1,1,Comercio,Media,84.1,1,1281.1
E0353,2022,0,0,Agroindustria,Media,22.49,0,700.0
E0353,2025,1,0,Agroindustria,Media,22.49,0,926.7
E0354,2022,0,0,Industria,Pequena,11.92,0,477.4
E0354,2025,1,0,Industria,Pequena,11.92,0,621.0
E0355,2022,0,0,Industria,Pequena,9.79,0,809.9
E0355,2025,1,0,Industria,Pequena,9.79,0,888.4
E0356,2022,0,0,Agropecuaria,Pequena,9.35,0,606.0
E0356,2025,1,0,Agropecuaria,Pequena,9.35,0,762.2
E0357,2022,0,0,Comercio,Pequena,11.9,0,435.7
E0357,2025,1,0,Comercio,Pequena,11.9,0,605.0
E0358,2022,0,0,Agropecuaria,Pequena,6.93,0,914.1
E0358,2025,1,0,Agropecuaria,Pequena,6.93,0,863.3
E0359,2022,0,0,Agropecuaria,Pequena,5.92,0,816.3
E0359,2025,1,0,Agropecuaria,Pequena,5.92,0,1166.5
E0360,2022,0,1,Agroindustria,Media,72.12,1,1034.2
E0360,2025,1,1,Agroindustria,Media,72.12,1,1520.0
E0361,2022,0,0,Agropecuaria,Pequena,6.01,0,660.7
E0361,2025,1,0,Agropecuaria,Pequena,6.01,0,749.7
E0362,2022,0,1,Agroindustria,Pequena,13.94,0,910.2
E0362,2025,1,1,Agroindustria,Pequena,13.94,0,1201.1
E0363,2022,0,0,Servicos,Pequena,14.07,1,529.0
E0363,2025,1,0,Servicos,Pequena,14.07,1,805.3
E0364,2022,0,1,Agroindustria,Media,34.6,1,1029.8
E0364,2025,1,1,Agroindustria,Media,34.6,1,1369.7
E0365,2022,0,1,Industria,Media,18.11,0,734.3
E0365,2025,1,1,Industria,Media,18.11,0,1056.1
E0366,2022,0,0,Servicos,Micro,1.67,0,576.8
E0366,2025,1,0,Servicos,Micro,1.67,0,620.4
E0367,2022,0,1,Comercio,Media,64.84,1,1168.5
E0367,2025,1,1,Comercio,Media,64.84,1,1407.0
E0368,2022,0,0,Comercio,Pequena,11.0,1,734.7
E0368,2025,1,0,Comercio,Pequena,11.0,1,719.8
E0369,2022,0,0,Servicos,Pequena,13.25,1,527.0
E0369,2025,1,0,Servicos,Pequena,13.25,1,773.4
E0370,2022,0,1,Industria,Media,59.61,1,633.0
E0370,2025,1,1,Industria,Media,59.61,1,1084.3
E0371,2022,0,0,Agroindustria,Pequena,14.56,0,332.0
E0371,2025,1,0,Agroindustria,Pequena,14.56,0,224.1
E0372,2022,0,0,Industria,Micro,4.11,0,329.6
E0372,2025,1,0,Industria,Micro,4.11,0,517.5
E0373,2022,0,0,Industria,Pequena,6.07,0,725.5
E0373,2025,1,0,Industria,Pequena,6.07,0,686.4
E0374,2022,0,0,Agropecuaria,Micro,0.52,1,200.5
E0374,2025,1,0,Agropecuaria,Micro,0.52,1,405.3
E0375,2022,0,1,Agropecuaria,Pequena,15.93,1,686.4
E0375,2025,1,1,Agropecuaria,Pequena,15.93,1,895.2
E0376,2022,0,1,Agroindustria,Media,48.21,1,801.3
E0376,2025,1,1,Agroindustria,Media,48.21,1,1234.8
E0377,2022,0,1,Agropecuaria,Media,72.7,1,828.6
E0377,2025,1,1,Agropecuaria,Media,72.7,1,1156.6
E0378,2022,0,0,Servicos,Micro,4.3,0,166.1
E0378,2025,1,0,Servicos,Micro,4.3,0,229.1
E0379,2022,0,1,Servicos,Micro,4.37,0,290.0
E0379,2025,1,1,Servicos,Micro,4.37,0,617.1
E0380,2022,0,0,Industria,Micro,2.15,0,554.6
E0380,2025,1,0,Industria,Micro,2.15,0,765.8
E0381,2022,0,0,Industria,Micro,1.37,0,241.4
E0381,2025,1,0,Industria,Micro,1.37,0,466.7
E0382,2022,0,1,Comercio,Pequena,8.73,1,451.3
E0382,2025,1,1,Comercio,Pequena,8.73,1,784.9
E0383,2022,0,1,Comercio,Pequena,5.41,0,782.7
E0383,2025,1,1,Comercio,Pequena,5.41,0,1267.8
E0384,2022,0,1,Industria,Pequena,5.63,1,567.4
E0384,2025,1,1,Industria,Pequena,5.63,1,857.5
E0385,2022,0,1,Servicos,Pequena,14.29,1,451.2
E0385,2025,1,1,Servicos,Pequena,14.29,1,812.8
E0386,2022,0,0,Agroindustria,Pequena,6.66,0,605.6
E0386,2025,1,0,Agroindustria,Pequena,6.66,0,748.9
E0387,2022,0,0,Agropecuaria,Pequena,9.73,0,659.1
E0387,2025,1,0,Agropecuaria,Pequena,9.73,0,955.2
E0388,2022,0,0,Agroindustria,Micro,3.59,0,211.1
E0388,2025,1,0,Agroindustria,Micro,3.59,0,535.4
E0389,2022,0,0,Servicos,Pequena,8.35,0,558.0
E0389,2025,1,0,Servicos,Pequena,8.35,0,740.3
E0390,2022,0,1,Agropecuaria,Pequena,10.1,0,711.1
E0390,2025,1,1,Agropecuaria,Pequena,10.1,0,1108.2
E0391,2022,0,0,Comercio,Pequena,5.28,1,275.8
E0391,2025,1,0,Comercio,Pequena,5.28,1,319.7
E0392,2022,0,0,Industria,Micro,2.92,0,133.4
E0392,2025,1,0,Industria,Micro,2.92,0,311.8
E0393,2022,0,1,Servicos,Pequena,15.94,0,506.8
E0393,2025,1,1,Servicos,Pequena,15.94,0,636.3
E0394,2022,0,0,Agropecuaria,Pequena,15.95,0,381.0
E0394,2025,1,0,Agropecuaria,Pequena,15.95,0,645.3
E0395,2022,0,1,Industria,Media,48.47,1,553.7
E0395,2025,1,1,Industria,Media,48.47,1,809.7
E0396,2022,0,0,Comercio,Pequena,9.09,0,482.7
E0396,2025,1,0,Comercio,Pequena,9.09,0,518.4
E0397,2022,0,1,Comercio,Micro,1.18,1,351.1
E0397,2025,1,1,Comercio,Micro,1.18,1,469.7
E0398,2022,0,0,Agroindustria,Pequena,7.16,0,376.6
E0398,2025,1,0,Agroindustria,Pequena,7.16,0,662.5
E0399,2022,0,0,Agropecuaria,Media,33.1,0,1166.7
E0399,2025,1,0,Agropecuaria,Media,33.1,0,1357.0
E0400,2022,0,0,Comercio,Micro,2.49,0,454.4
E0400,2025,1,0,Comercio,Micro,2.49,0,613.7
E0401,2022,0,1,Comercio,Media,19.0,0,1204.1
E0401,2025,1,1,Comercio,Media,19.0,0,1557.8
E0402,2022,0,0,Agroindustria,Pequena,5.09,0,470.4
E0402,2025,1,0,Agroindustria,Pequena,5.09,0,618.9
E0403,2022,0,0,Industria,Pequena,11.28,0,157.3
E0403,2025,1,0,Industria,Pequena,11.28,0,334.1
E0404,2022,0,0,Agropecuaria,Micro,2.28,0,526.2
E0404,2025,1,0,Agropecuaria,Micro,2.28,0,782.2
E0405,2022,0,0,Servicos,Micro,3.99,0,38.3
E0405,2025,1,0,Servicos,Micro,3.99,0,483.3
E0406,2022,0,1,Comercio,Media,76.87,1,1175.3
E0406,2025,1,1,Comercio,Media,76.87,1,1631.0
E0407,2022,0,1,Servicos,Media,65.47,1,802.6
E0407,2025,1,1,Servicos,Media,65.47,1,906.2
E0408,2022,0,0,Servicos,Media,39.07,1,624.5
E0408,2025,1,0,Servicos,Media,39.07,1,904.6
E0409,2022,0,0,Agropecuaria,Micro,3.9,0,657.5
E0409,2025,1,0,Agropecuaria,Micro,3.9,0,1070.6
E0410,2022,0,1,Comercio,Media,18.88,1,724.4
E0410,2025,1,1,Comercio,Media,18.88,1,1072.2
E0411,2022,0,0,Servicos,Pequena,5.64,0,90.0
E0411,2025,1,0,Servicos,Pequena,5.64,0,175.5
E0412,2022,0,1,Comercio,Media,74.68,1,1173.3
E0412,2025,1,1,Comercio,Media,74.68,1,1800.6
E0413,2022,0,0,Agroindustria,Micro,4.26,0,457.8
E0413,2025,1,0,Agroindustria,Micro,4.26,0,627.1
E0414,2022,0,0,Agropecuaria,Pequena,11.23,0,689.4
E0414,2025,1,0,Agropecuaria,Pequena,11.23,0,809.5
E0415,2022,0,0,Industria,Media,46.89,1,756.7
E0415,2025,1,0,Industria,Media,46.89,1,1226.1
E0416,2022,0,0,Agropecuaria,Pequena,6.08,0,472.3
E0416,2025,1,0,Agropecuaria,Pequena,6.08,0,769.6
E0417,2022,0,0,Industria,Micro,3.56,0,676.0
E0417,2025,1,0,Industria,Micro,3.56,0,909.3
E0418,2022,0,1,Industria,Media,33.82,1,1097.7
E0418,2025,1,1,Industria,Media,33.82,1,1472.9
E0419,2022,0,0,Servicos,Micro,3.34,0,202.6
E0419,2025,1,0,Servicos,Micro,3.34,0,356.2
E0420,2022,0,1,Comercio,Media,41.6,1,536.5
E0420,2025,1,1,Comercio,Media,41.6,1,910.3
E0421,2022,0,0,Industria,Media,80.77,1,747.0
E0421,2025,1,0,Industria,Media,80.77,1,1041.3
E0422,2022,0,0,Servicos,Pequena,7.35,0,516.7
E0422,2025,1,0,Servicos,Pequena,7.35,0,888.5
E0423,2022,0,1,Comercio,Pequena,6.91,1,697.6
E0423,2025,1,1,Comercio,Pequena,6.91,1,1158.7
E0424,2022,0,1,Comercio,Media,33.32,1,807.2
E0424,2025,1,1,Comercio,Media,33.32,1,1134.9
E0425,2022,0,1,Agroindustria,Micro,1.39,0,279.7
E0425,2025,1,1,Agroindustria,Micro,1.39,0,726.6
E0426,2022,0,0,Agropecuaria,Micro,1.69,0,198.7
E0426,2025,1,0,Agropecuaria,Micro,1.69,0,469.2
E0427,2022,0,0,Agroindustria,Pequena,13.22,0,580.7
E0427,2025,1,0,Agroindustria,Pequena,13.22,0,837.5
E0428,2022,0,0,Comercio,Micro,2.45,0,233.8
E0428,2025,1,0,Comercio,Micro,2.45,0,260.5
E0429,2022,0,1,Agropecuaria,Pequena,10.73,0,688.4
E0429,2025,1,1,Agropecuaria,Pequena,10.73,0,784.8
E0430,2022,0,1,Comercio,Media,73.61,1,1022.3
E0430,2025,1,1,Comercio,Media,73.61,1,1380.0
E0431,2022,0,0,Comercio,Pequena,14.94,0,697.6
E0431,2025,1,0,Comercio,Pequena,14.94,0,807.5
E0432,2022,0,0,Industria,Pequena,15.72,0,619.0
E0432,2025,1,0,Industria,Pequena,15.72,0,540.1
E0433,2022,0,1,Servicos,Media,70.38,1,914.2
E0433,2025,1,1,Servicos,Media,70.38,1,1129.2
E0434,2022,0,0,Agroindustria,Micro,4.0,0,291.6
E0434,2025,1,0,Agroindustria,Micro,4.0,0,229.4
E0435,2022,0,1,Servicos,Media,34.61,1,678.5
E0435,2025,1,1,Servicos,Media,34.61,1,1110.2
E0436,2022,0,1,Comercio,Micro,3.26,0,503.8
E0436,2025,1,1,Comercio,Micro,3.26,0,847.7
E0437,2022,0,1,Servicos,Pequena,7.85,1,640.6
E0437,2025,1,1,Servicos,Pequena,7.85,1,1125.6
E0438,2022,0,0,Agroindustria,Media,75.48,0,1051.4
E0438,2025,1,0,Agroindustria,Media,75.48,0,1313.5
E0439,2022,0,0,Comercio,Micro,4.1,0,505.9
E0439,2025,1,0,Comercio,Micro,4.1,0,553.6
E0440,2022,0,0,Servicos,Pequena,7.84,0,516.2
E0440,2025,1,0,Servicos,Pequena,7.84,0,811.5
E0441,2022,0,0,Industria,Micro,2.53,0,412.8
E0441,2025,1,0,Industria,Micro,2.53,0,509.1
E0442,2022,0,0,Agropecuaria,Media,32.93,1,644.9
E0442,2025,1,0,Agropecuaria,Media,32.93,1,913.5
E0443,2022,0,0,Agroindustria,Pequena,12.03,0,621.9
E0443,2025,1,0,Agroindustria,Pequena,12.03,0,581.7
E0444,2022,0,1,Agroindustria,Micro,1.04,0,339.9
E0444,2025,1,1,Agroindustria,Micro,1.04,0,776.6
E0445,2022,0,0,Comercio,Micro,3.69,0,35.7
E0445,2025,1,0,Comercio,Micro,3.69,0,129.0
E0446,2022,0,0,Servicos,Micro,2.31,0,626.0
E0446,2025,1,0,Servicos,Micro,2.31,0,992.1
E0447,2022,0,0,Agroindustria,Micro,2.69,0,534.9
E0447,2025,1,0,Agroindustria,Micro,2.69,0,874.1
